87
 101.070364 57.534280
 91.727305 47.198929
 78.051647 44.536485
 64.575361 49.427323
 55.790541 60.241165
 64.894355 61.512576
 80.040795 62.624490
 93.596830 60.754964
 155.374252 53.077491
 165.749477 45.245088
 179.265638 41.864907
 193.021044 47.548664
 203.834886 56.333483
 191.829382 59.673791
 176.762690 61.583191
 163.047158 57.410090
 103.174568 22.709430
 87.988254 20.086859
 59.285779 20.844471
 45.849367 27.245966
 37.024673 36.549152
 41.676266 40.961498
 49.030177 33.208844
 58.054243 31.458942
 85.285935 32.251861
 101.903158 31.813243
 145.433078 20.082293
 164.991865 16.542613
 198.306059 18.686692
 210.550808 24.410324
 216.832681 33.314766
 212.340585 34.945046
 206.178336 30.572573
 196.994774 26.279849
 165.270985 27.117209
 150.244168 30.537266
 116.057307 52.603567
 115.065016 72.281977
 109.500882 90.569353
 97.774498 104.484256
 104.215867 119.431325
 117.811776 119.072456
 132.958217 120.184370
 149.615313 121.256409
 153.748540 106.030220
 142.815075 92.713431
 137.764739 73.194519
 137.246374 53.555983
 85.614064 159.226762
 100.481384 149.764079
 110.896482 143.442333
 124.532266 144.594121
 136.577644 142.764470
 148.822394 148.488102
 164.168206 157.153298
 152.282325 165.025576
 137.255507 168.445632
 125.170255 168.764626
 111.534471 167.612838
 97.858813 164.950394
 96.188660 158.947642
 111.135728 152.506273
 126.282168 153.618186
 139.878078 153.259317
 155.104266 157.392544
 139.997701 157.791287
 126.441666 159.660812
 111.295225 158.548899
 25.417912 54.996025
 23.074462 80.756935
 25.262982 106.398223
 29.002033 133.510293
 32.701209 159.111706
 40.932355 184.593496
 55.126379 206.894476
 75.123783 219.972020
 99.573409 229.908627
 126.924724 235.233516
 152.566012 233.044996
 177.968053 221.792537
 200.269033 207.598513
 219.349329 185.930955
 229.285936 161.481329
 236.081607 132.579483
 239.895839 105.268042
 242.239289 79.507131
 241.521552 52.315313
