87
 101.527707 53.663440
 90.878533 44.540246
 78.710301 43.022341
 65.022241 46.067764
 57.419259 53.674592
 66.545914 56.714246
 78.714146 58.232151
 90.881610 56.708094
 156.283023 53.649597
 165.407371 47.563366
 176.053084 42.997731
 188.221317 44.515636
 198.870491 53.638830
 189.745374 56.683099
 179.099276 59.727753
 166.931044 58.209848
 110.647056 27.804456
 86.308669 17.163742
 57.409645 15.650067
 40.681546 26.301164
 33.079333 36.949953
 40.685776 43.031954
 49.810124 36.945723
 63.497799 32.379319
 84.792302 35.415898
 107.608555 41.494054
 142.586888 24.754419
 171.483989 18.663189
 197.339896 15.614690
 212.552014 24.736730
 221.680591 35.381290
 215.598205 41.466752
 204.949800 35.385520
 194.302549 33.867231
 173.009200 35.393595
 147.153676 39.963075
 112.173805 50.618786
 109.137611 73.434270
 101.536552 88.646003
 95.456473 103.857351
 100.023646 120.586988
 116.752514 112.977853
 128.920362 112.974777
 151.736615 119.052933
 153.254520 106.884701
 145.645385 90.155832
 136.515269 73.427349
 134.988520 50.613018
 87.866565 163.177532
 100.032490 155.569551
 113.719781 149.482166
 125.888398 152.521052
 139.576458 149.475629
 154.787806 155.555708
 168.478557 163.157152
 154.790882 167.723556
 142.623419 169.247613
 127.414378 172.293420
 115.246530 172.296497
 100.035566 167.737399
 101.555009 161.653090
 113.721704 157.087071
 125.890321 160.125957
 138.057784 158.601900
 153.267978 160.119035
 138.058938 163.164843
 125.891090 163.167919
 113.722857 161.650014
 20.914561 49.120877
 20.921098 74.977554
 20.928020 102.355212
 22.455923 129.732485
 28.546768 157.108605
 36.157441 179.921397
 54.414212 199.689536
 77.232772 214.893578
 101.571544 227.055273
 130.471337 231.610910
 156.326475 225.520449
 179.138114 213.346833
 198.907022 198.132024
 218.675160 179.875253
 230.836471 154.015500
 236.914242 129.678266
 238.428686 103.821205
 239.942746 76.443162
 238.415612 52.107851
