87
 101.092487 52.541681
 91.934610 45.196783
 81.386705 43.891344
 69.392377 45.619732
 60.488269 51.800174
 69.561556 54.636626
 81.612277 55.913868
 92.131987 55.716492
 155.222045 53.029420
 162.623336 46.877174
 171.583836 43.702364
 183.634558 44.979606
 192.736041 49.318874
 183.803737 53.996500
 173.312225 55.696692
 164.267135 54.363056
 106.483424 19.366952
 88.336851 13.694049
 65.738224 11.111367
 47.845420 18.963804
 36.020271 29.709086
 40.613308 34.132943
 49.517415 27.952501
 65.991993 24.636707
 87.087805 27.247586
 105.206181 31.417673
 142.635588 23.198681
 168.014273 13.702445
 185.991667 10.358455
 207.200265 18.980596
 217.917350 29.302929
 215.109095 39.879031
 202.917391 31.087710
 184.799014 26.917623
 168.268043 27.227785
 145.782202 30.656365
 114.561434 49.282281
 114.984383 71.824515
 109.396069 94.479535
 100.717535 112.682502
 105.451555 124.620436
 117.474079 124.394864
 132.502235 124.112898
 149.061403 125.305551
 154.790700 110.164609
 145.463644 93.802817
 139.029432 71.373369
 138.634680 50.333951
 94.105748 160.913583
 104.569064 157.710576
 115.004183 153.004753
 128.585917 155.756615
 142.054864 152.497214
 152.630966 155.305469
 164.738081 159.588343
 151.466510 173.367453
 141.087784 181.078907
 127.647033 185.841123
 112.534287 181.614642
 101.845399 172.795125
 104.710047 165.224654
 116.704375 163.496266
 128.755096 164.773508
 139.246609 163.073317
 152.743753 161.316732
 140.834014 167.553567
 128.867883 170.784771
 115.314346 169.535724
 24.336106 47.968445
 24.843644 75.019126
 29.803237 98.979586
 34.791025 124.442861
 41.309826 151.380755
 52.280681 175.228428
 64.726155 197.545089
 80.149063 218.302542
 101.526840 235.941576
 127.215688 242.976312
 154.153582 236.457511
 173.408219 221.062799
 189.544438 199.713219
 202.675026 178.420031
 215.721024 152.618397
 222.755760 126.929549
 226.784865 101.297094
 232.316785 75.636443
 233.340259 50.060381
